ID,Latitude,Longitude,Genus,Species,Family,Class,Infra-Class,Order,Status,Megafauna,AgeID,DatedRemain,DatedMaterial,Age,AgeType,DatingTechnique,OverallRegion,AdministrativeDivision,SpecificRegion,Cave/Site/Deposit,Chamber/Provenance,Stratigraphy/Taphonomy,Species abundances,Year
3763,-23.83,130.86,Lagorchestes,hirsutus,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal,0.7,<,Radiocarbon  ,Main Australia,NT,Great Sandy Desert - MacDonnell Ranges - Cleland Hills,Puritjarra Rockshelter,Analytivcal unit 1a,No,Yes,2009.0
3764,-26.1743,126.5823,Lagorchestes,hirsutus,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,I-5475,Sediment,Charcoal,6.71,<,Radiocarbon  ,Main Australia,WA,Western Desert,Puntutjarpa Rockshelter,Trench 2 - Square 11 - F.4 soil - Between zones A and B,Yes,Yes,1977.0
3765,-34.15,115.07,Lagorchestes,hirsutus/leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-546,Sediment,Charcoal,31.8,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,"Trenches 2, 8(2) and 9 - Layer 30 - 350 cm below datum",Stratigraphy,Yes,1978.0
3766,-34.15,115.07,Lagorchestes,hirsutus/leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-585,Sediment,Charcoal,32.48,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,"Trenches 2, 8(2) and 9 - Layer 30 - 350 cm below datum",Stratigraphy,Yes,1978.0
3767,-34.15,115.07,Lagorchestes,hirsutus/leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-586,Sediment,Charcoal,35.16,=,Radiocarbon  ,Main Australia,WA,LeeuwinûNaturaliste region - Warren,Devils Lair,"Trenches 2, 8(2) and 9 - Layer 30 - 350 cm below datum",Stratigraphy,Yes,1978.0
3768,-37.0333,140.8,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,NC1,Sediment,Quartz,206.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 1 - 102 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
3769,-37.0333,140.8,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,NC3,Sediment,Quartz,257.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 2b - 134 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
3770,-32.3618,142.6136,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ANU-3007,Sediment,Shellfish,3.22,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Three Mile Creek,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3771,-32.7,143.1,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ANU-2925,Sediment,Shellfish,7.93,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kaleentha Loop,KLL1,Yes,Yes,1990.0
3772,-35.92,137.08,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ANU-925,Sediment,Charcoal,10.94,=,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,Unit I - 0-90 cm depth - Subunits a to f,Yes,Yes,1977.0
3773,-32.6343,142.1842,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ANU-3013,Sediment,Shellfish,11.5,>,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kangaroo Lake,KAL-12,Yes,Yes,1990.0
3774,-32.3618,142.6136,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ANU-2824,Sediment,Shellfish,13.53,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Three Mile Creek,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3775,-32.3618,142.6136,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-543,Sediment,Shellfish,16.1,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Three Mile Creek,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3776,-35.92,137.08,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ANU-1221,Sediment,Charcoal,16.1,>,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,Unit IV - >144 cm - Subunits m to o,Yes,Yes,1977.0
3777,-35.92,137.08,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ANU-1221,Sediment,Charcoal,16.11,=,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,Unit III - 140-144 cm - Subunit l,Yes,Yes,1977.0
3778,-35.92,137.08,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ANU-1221,Sediment,Charcoal,16.11,<,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,"Unit II - 90-1,40 depth - Subunits g to k",Yes,Yes,1977.0
3779,-32.6343,142.1842,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-543,Sediment,Shellfish,17.0,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kangaroo Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3780,-32.6343,142.1842,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ANU-2520,Sediment,Shellfish,17.05,<,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kangaroo Lake,KAL6,Yes,Yes,1990.0
3781,-32.53,142.11,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ANU-2307,Sediment,Shellfish,22.05,>,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Lake Tandou,Tandou Lunette,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3782,-32.53,142.11,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,ANU-2161,Sediment,Shellfish,24.1,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Lake Tandou,Tandou Lunette,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3783,-36.9667,140.7667,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,SUA-234,Sediment,Charcoal,33.8,=,Radiocarbon  ,Main Australia,SA,Naracoorte,Henschke Cave,"Date from unit A3, Units A0 to A8 - 30-75 cm depth",Yes,Yes,1990.0
3784,-36.9667,140.7667,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,SUA-140,Sediment,Charcoal,35.0,>,Radiocarbon  ,Main Australia,SA,Naracoorte,Henschke Cave,Units A0 to A8 - 105-120 cm depth,Yes,Yes,1990.0
3785,-34.79,139.54,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,NPL-28,Fireplace,Charcoal,1.0,<,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 6 - layer 8,Yes,Yes,1964.0
3786,-34.79,139.54,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-543,Sediment,Charcoal?,1.086,<,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 6,Yes,Yes,1964.0
3787,-34.79,139.54,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,NPL-29,Sediment,Charcoal,1.22,<,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 6 - layer 11,Yes,Yes,1964.0
3788,-34.79,139.54,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-543,Sediment,Charcoal,1.29,<,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 4,Yes,Yes,1964.0
3789,-34.79,139.54,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-543,Sediment,Charcoal?,1.931,<,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 8,Yes,Yes,1964.0
3790,-34.79,139.54,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-543,Sediment,Charcoal?,2.9,>,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 10,Yes,Yes,1964.0
3791,-35.9495,136.7353,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,Wk-11487,Sediment,Bulk soil organic matter,15.687,=,Radiocarbon  ,Australian Islands,SA,Kangaroo Island - Flinders Chase,Black Creek Swamp,Layer C - pits 1 to 3 - units 1 to 3 [MFL1 to MFL3]) - FP6 (50 cm),Yes,No,2004.0
3792,-35.9495,136.7353,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,Wk-11488,Sediment,Bulk soil organic matter,16.326,=,Radiocarbon  ,Australian Islands,SA,Kangaroo Island - Flinders Chase,Black Creek Swamp,Layer C - pits 1 to 3 - units 1 to 3 [MFL1 to MFL3]) - FP7 (60 cm),Yes,No,2004.0
3793,-35.9495,136.7353,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,Wk-11489,Sediment,Bulk soil organic matter,17.618,=,Radiocarbon  ,Australian Islands,SA,Kangaroo Island - Flinders Chase,Black Creek Swamp,Layer C - pits 1 to 3 - units 1 to 3 [MFL1 to MFL3]) - FP8 (70 cm),Yes,No,2004.0
3794,-35.9495,136.7353,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-543,Sediment,Carbonaceous pellet,18.6,>,Radiocarbon  ,Australian Islands,SA,Kangaroo Island - Flinders Chase,Black Creek Swamp,Layer C - pits 1 to 3 - units 1 to 3 [MFL1 to MFL3]),Yes,No,2006.0
3795,-35.9495,136.7353,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-543,Sediment,Carbonaceous pellet,19.6,>,Radiocarbon  ,Australian Islands,SA,Kangaroo Island - Flinders Chase,Black Creek Swamp,Layer C - pits 1 to 3 - units 1 to 3 [MFL1 to MFL3]),Yes,No,2006.0
3796,-35.9495,136.7353,Lagorchestes,leporides,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extinct,No,OZG-543,Sediment,Quartz,145.0,<,OSL  ,Australian Islands,SA,Kangaroo Island - Flinders Chase,Black Creek Swamp,Layer C - pits 1 to 3 - units 1 to 3 [MFL1 to MFL3]),Yes,No,2006.0
3797,-20.4261,144.4778,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-23752,Sediment,Charcoal,1.37,=,Radiocarbon  ,Main Australia,QLD,Desert Uplands - Prairie Gorge - Hughenden,Quippenburra Cave,Square 15-2d - spit 6 - 21 plus/minus 3 cm,Yes,Yes,1990.0
3798,-32.5431,143.35,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2761,Sediment,Shellfish,6.95,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Talyawalka Creek,Waterloo Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3799,-32.7,143.1,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Not given,Sediment,Shellfish,7.0,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kaleentha Loop,KLL2,Yes,Yes,1990.0
3800,-32.5,143.1,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2995,Sediment,Shellfish,7.38,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,North Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3801,-32.6031,143.2032,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-3009,Sediment,Shellfish,7.39,=,Radiocarbon  ,Main Australia,NSW,Lower Darling River,Boolaboolka Lake,BBL-7,Yes,Yes,1990.0
3802,-32.5,143.2,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2650,Sediment,Shellfish,7.61,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Ratcatchers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3803,-32.5,143.2,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2650,Sediment,Shellfish,7.68,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Ratcatchers Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3804,-32.6031,143.2032,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Shellfish,8.1,=,Radiocarbon  ,Main Australia,NSW,Lower Darling River,Boolaboolka Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3805,-32.6343,142.1842,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-3013,Sediment,Shellfish,11.5,>,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kangaroo Lake,KAL-12,Yes,Yes,1990.0
3806,-32.6343,142.1842,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2311,Sediment,Shellfish,12.25,<=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kangaroo Lake,KAL8,Yes,Yes,1990.0
3807,-32.6343,142.1842,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Shellfish,17.0,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kangaroo Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3808,-32.6343,142.1842,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Shellfish,17.0,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kangaroo Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3809,-32.6343,142.1842,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2520,Sediment,Shellfish,17.05,<,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kangaroo Lake,KAL6,Yes,Yes,1990.0
3810,-32.6343,142.1842,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2520,Sediment,Shellfish,17.05,>,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kangaroo Lake,KAL7,Yes,Yes,1990.0
3811,-32.53,142.11,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2307,Sediment,Shellfish,22.05,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Lake Tandou,Tandou Lunette,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3812,-32.53,142.11,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2307,Sediment,Shellfish,22.05,>,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Lake Tandou,Tandou Lunette,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3813,-32.6,142.15,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2371,Sediment,Shell (Velesunio ambiguus),24.05,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Lake Tandou,Frog Kill Site (TNL-34),Yes,Yes,1990.0
3814,-32.53,142.11,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-3000,Sediment,Shellfish,26.9,<,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Lake Tandou,Tandou Lunette,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3815,-32.53,142.11,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Shellfish,27.0,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin - Lake Tandou,Tandou Lunette,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3816,-32.34,142.34,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,GaK-335,Fireplace,Charcoal,18.8,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Lake Menindee,Layer B (Tindale) / Unit 4 (Tedford),No,Yes,1955.0
3817,-30.98,150.25,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-915,Sediment,Organic band,19.3,=,Radiocarbon  ,Main Australia,NSW,Sydney Basin - Liverpool Plains,Lime Springs,Unit 3b - 120 cm depth,Stratigraphy,Yes,1984.0
3818,-32.34,142.34,Lagorchestes,species indet.,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,LJ-204,Fireplace,Charcoal,26.3,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Lake Menindee,Layer B (Tindale) / Unit 4 (Tedford),No,Yes,1955.0
3819,-25.9,113.72,Lagostrophus,fasciatus,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,WAIT-139,Sediment,Charcoal,0.68,>,Radiocarbon  ,Main Australia,WA,Geraldton Sandplains - Shark Bay,Monkey Mia Rockshelter,Spit 14 - 93 cm depth (below),Yes,Yes,1995.0
3820,-25.9,113.72,Lagostrophus,fasciatus,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,WAIT-139,Sediment,Charcoal,0.68,<,Radiocarbon  ,Main Australia,WA,Geraldton Sandplains - Shark Bay,Monkey Mia Rockshelter,Spit 14 - 93 cm depth,Yes,Yes,1995.0
3821,-34.79,139.54,Lagostrophus,fasciatus,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal?,1.086,<,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 6,Yes,Yes,1964.0
3822,-34.79,139.54,Lagostrophus,fasciatus,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal,1.29,<,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 4,Yes,Yes,1964.0
3823,-34.79,139.54,Lagostrophus,fasciatus,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NPL-63,Sediment,Charcoal,1.5,>,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 6 - layer 16,Yes,Yes,1964.0
3824,-34.79,139.54,Lagostrophus,fasciatus,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal?,1.931,<,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 8,Yes,Yes,1964.0
3825,-34.79,139.54,Lagostrophus,fasciatus,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal?,2.105,=,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 9,Yes,Yes,1964.0
3826,-34.79,139.54,Lagostrophus,fasciatus,Macropodidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal?,2.9,>,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 10,Yes,Yes,1964.0
3827,-37.0333,140.8,Lasiorhinus,krefftii,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NCF1-2 top,Flowstone,Calcite,289.0,=,U-series Th/U   ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
3828,-37.0333,140.8,Lasiorhinus,krefftii,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NC4,Sediment,Quartz,292.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
3829,-37.0333,140.8,Lasiorhinus,krefftii,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NCF1-3 mid,Flowstone,Calcite,297.0,=,U-series Th/U   ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
3830,-37.0333,140.8,Lasiorhinus,krefftii,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NCF1-1 base,Flowstone,Calcite,396.0,=,U-series Th/U   ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
3831,-37.0333,140.8,Lasiorhinus,krefftii,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NC5,Sediment,Quartz,513.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 4 - 190 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
3832,-37.0333,140.8,Lasiorhinus,krefftii,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NC6,Sediment,Quartz,535.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 4 - 190 cm below datum,Stratigraphy in Brown and Wells 2000,Yes,2007.0
3833,-37.0333,140.8,Lasiorhinus,latifrons,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,CC FC FS-3,Flowstone,Charcoal,279.2,=,U-series Th/U  ,Main Australia,SA,Naracoorte,Cathedral Cave,Underlying unit 3 - Pit B,Yes,Yes,2000.0
3834,-35.92,137.08,Lasiorhinus,latifrons,Vombatide,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-925,Sediment,Charcoal,10.94,=,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,Unit I - 0-90 cm depth - Subunits a to f,Yes,Yes,1977.0
3835,-35.92,137.08,Lasiorhinus,latifrons,Vombatide,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-1221,Sediment,Charcoal,16.1,>,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,Unit IV - >144 cm - Subunits m to o,Yes,Yes,1977.0
3836,-35.92,137.08,Lasiorhinus,latifrons,Vombatide,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-1221,Sediment,Charcoal,16.11,=,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,Unit III - 140-144 cm - Subunit l,Yes,Yes,1977.0
3837,-35.92,137.08,Lasiorhinus,latifrons,Vombatide,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-1221,Sediment,Charcoal,16.11,<,Radiocarbon  ,Main Australia,SA,Kangaroo Island,Seton Rockshelter,"Unit II - 90-1,40 depth - Subunits g to k",Yes,Yes,1977.0
3838,-34.79,139.54,Lasiorhinus,latifrons,Vombatide,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal?,1.086,<,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 6,Yes,Yes,1964.0
3839,-34.79,139.54,Lasiorhinus,latifrons,Vombatide,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal,1.29,<,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 4,Yes,Yes,1964.0
3840,-34.79,139.54,Lasiorhinus,latifrons,Vombatide,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal?,1.931,<,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 8,Yes,Yes,1964.0
3841,-34.79,139.54,Lasiorhinus,latifrons,Vombatide,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Charcoal?,2.9,>,Radiocarbon,Main Australia,SA,Murray-Darling Basin,Fromm's Landing,Shelter 2 - layer 10,Yes,Yes,1964.0
3842,-37.0333,140.8,Lasiorhinus,latifrons,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,CC FC FS-2,Speleothem,Speleothem,159.2,>,U-series Th/U  ,Main Australia,SA,Naracoorte,Cathedral Cave,Overlying unit 1 - Pit A,Yes,Yes,2000.0
3843,-37.0333,140.8,Lasiorhinus,latifrons,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,CC FC St-1,Flowstone,Charcoal,399.0,<,U-series Th/U  ,Main Australia,SA,Naracoorte,Cathedral Cave,Underlying unit 3 - Pit B (layer 2 in Ayliffe et al. 1998),Yes,Yes,2000.0
3844,-32.3618,142.6136,Lasiorhinus,species indet.,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-3007,Sediment,Shellfish,3.22,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Three Mile Creek,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3845,-32.5,143.1,Lasiorhinus,species indet.,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2762,Sediment,Shellfish,7.35,=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,North Lake,"Horizon A4 - 1,95 cm (height relative to measured section)",Yes,Yes,1990.0
3846,-32.3,143.2,Lasiorhinus,species indet.,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2818,Sediment,Shellfish,11.35,=,Radiocarbon  ,Main Australia,NSW,Lower Darling River,Glue Pot,GLP-1,Yes,Yes,1990.0
3847,-32.6343,142.1842,Lasiorhinus,species indet.,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-3013,Sediment,Shellfish,11.5,>,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kangaroo Lake,KAL-12,Yes,Yes,1990.0
3848,-32.3,143.2,Lasiorhinus,species indet.,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Shellfish,12.0,=,Radiocarbon  ,Main Australia,NSW,Lower Darling River,Glue Pot,GLP-2,Yes,Yes,1990.0
3849,-32.6343,142.1842,Lasiorhinus,species indet.,Vombatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-2311,Sediment,Shellfish,12.25,<=,Radiocarbon  ,Main Australia,NSW,Murray-Darling Basin,Kangaroo Lake,KAL8,Yes,Yes,1990.0
